,position,handle,rating,rank_from,index_from,rank_to,index_to
2698,11394,Prash.j,1656,Expert,6,Legendary Grandmaster,0
2699,11394,Horrible120,1656,Expert,6,Legendary Grandmaster,0
2700,11442,konred,1655,Expert,6,Newbie,9
2701,11442,Shamim97,1655,Expert,6,Pupil,8
2702,11442,Coew,1655,Expert,6,Candidate Master,5
2703,11442,kevlu8,1655,Expert,6,International Master,3
2704,11442,icy_lemon,1655,Expert,6,International Master,3
2705,11442,KavenSky,1655,Expert,6,Pupil,8
2706,11472,MohammadHijaz,1654,Expert,6,Newbie,9
2707,11472,Abulkhaerov,1654,Expert,6,Specialist,7
2708,11472,nhanhoang510,1654,Expert,6,Newbie,9
2709,11472,infinitix,1654,Expert,6,Pupil,8
2710,11472,Hassouna_,1654,Expert,6,Legendary Grandmaster,0
2711,11472,tiny_fish,1654,Expert,6,Pupil,8
2712,11472,pe4enka_play,1654,Expert,6,Candidate Master,5
2713,11472,zapvm,1654,Expert,6,Candidate Master,5
2714,11472,FristCrushd,1654,Expert,6,Legendary Grandmaster,0
2715,11472,MarcAS,1654,Expert,6,Newbie,9
2716,11472,CChord,1654,Expert,6,Legendary Grandmaster,0
2717,11510,p5imoes,1653,Expert,6,International Master,3
2718,11510,Alexanderter10,1653,Expert,6,Grandmaster,2
2719,11510,kilomiles,1653,Expert,6,Pupil,8
2720,11510,TOOR__HAYEG,1653,Expert,6,Candidate Master,5
2721,11510,Vector.Li,1653,Expert,6,Grandmaster,2
2722,11510,konglb,1653,Expert,6,Legendary Grandmaster,0
2723,11510,oranger_20,1653,Expert,6,Legendary Grandmaster,0
2724,11510,Top12,1653,Expert,6,Legendary Grandmaster,0
2725,11510,weebyes,1653,Expert,6,Pupil,8
2726,11553,VectorSmasher,1652,Expert,6,Candidate Master,5
2727,11553,MemoriesOfYou,1652,Expert,6,Legendary Grandmaster,0
2728,11553,_icy_,1652,Expert,6,Candidate Master,5
2729,11553,AsiansNextDoor,1652,Expert,6,Newbie,9
2730,11553,kaisirius,1652,Expert,6,Newbie,9
2731,11553,durty_manh,1652,Expert,6,Candidate Master,5
2732,11553,phuctwm,1652,Expert,6,Legendary Grandmaster,0
2733,11553,DuccNamm,1652,Expert,6,Specialist,7
2734,11553,blanklol9999,1652,Expert,6,Legendary Grandmaster,0
2735,11553,lihanyu312,1652,Expert,6,Newbie,9
2736,11595,iuli.morariu,1651,Expert,6,Candidate Master,5
2737,11595,ThunderXGod,1651,Expert,6,Candidate Master,5
2738,11595,dosaseung,1651,Expert,6,Master,4
2739,11595,Ghos007,1651,Expert,6,Grandmaster,2
2740,11595,YassoKhalid,1651,Expert,6,Pupil,8
2741,11595,kunalbhalgat,1651,Expert,6,Candidate Master,5
2742,11595,T-Walker,1651,Expert,6,Legendary Grandmaster,0
2743,11644,mostafadelgouda,1650,Expert,6,Newbie,9
2744,11644,include_c,1650,Expert,6,Legendary Grandmaster,0
2745,11644,Archaeopteryx,1650,Expert,6,Pupil,8
2746,11644,Mazen_Ghanayem,1650,Expert,6,Master,4
2747,11644,MrKisame,1650,Expert,6,Candidate Master,5
2748,11644,takopi,1650,Expert,6,Master,4
2749,11689,tunglaaam2000,1649,Expert,6,Legendary Grandmaster,0
2750,11689,xxxSEDOYxxx,1649,Expert,6,Pupil,8
2751,11689,fw_ccc,1649,Expert,6,Pupil,8
2752,11689,Szzzp,1649,Expert,6,Legendary Grandmaster,0
2753,11689,kizu,1649,Expert,6,Legendary Grandmaster,0
2754,11689,Krrishchanchal,1649,Expert,6,Newbie,9
2755,11689,i24,1649,Expert,6,Legendary Grandmaster,0
2756,11689,FBW2010,1649,Expert,6,Legendary Grandmaster,0
2757,11729,knyazev_sv,1648,Expert,6,Candidate Master,5
2758,11729,AngelOlan,1648,Expert,6,International Master,3
2759,11729,Ivangog,1648,Expert,6,Legendary Grandmaster,0
2760,11729,FanyuX,1648,Expert,6,Legendary Grandmaster,0
2761,11729,khaledkunbargi,1648,Expert,6,International Grandmaster,1
2762,11729,hitanshu0729,1648,Expert,6,Candidate Master,5
2763,11729,Trn115,1648,Expert,6,Newbie,9
2764,11729,K_handle_Y,1648,Expert,6,Specialist,7
2765,11729,DhruvGarg007,1648,Expert,6,Pupil,8
2766,11729,vinakaa,1648,Expert,6,Candidate Master,5
2767,11729,Amaterasu1601,1648,Expert,6,Candidate Master,5
2768,11729,_Kalys_Forever_,1648,Expert,6,Legendary Grandmaster,0
2769,11781,imranakki,1647,Expert,6,International Master,3
2770,11781,AhmedAbdelhamid19,1647,Expert,6,Candidate Master,5
2771,11781,Obada-_-,1647,Expert,6,Master,4
2772,11781,Kushagra_2709,1647,Expert,6,Legendary Grandmaster,0
2773,11781,kabu,1647,Expert,6,Newbie,9
2774,11781,Himanshu_Singh_cpp,1647,Expert,6,Candidate Master,5
2775,11781,Zik_,1647,Expert,6,Legendary Grandmaster,0
2776,11781,ZombieUser,1647,Expert,6,Legendary Grandmaster,0
2777,11781,___Y___,1647,Expert,6,Grandmaster,2
2778,11833,_pk_,1646,Expert,6,Newbie,9
2779,11833,GTA,1646,Expert,6,Pupil,8
2780,11833,wlh__1,1646,Expert,6,Candidate Master,5
2781,11833,Jackie-Chan,1646,Expert,6,Legendary Grandmaster,0
2782,11833,RahulGupta0712,1646,Expert,6,Newbie,9
2783,11833,umikaze1210,1646,Expert,6,Legendary Grandmaster,0
2784,11879,jerefigo,1645,Expert,6,Candidate Master,5
2785,11879,Idam,1645,Expert,6,Legendary Grandmaster,0
2786,11879,vbutenko,1645,Expert,6,Candidate Master,5
2787,11879,jgjgjjg,1645,Expert,6,Master,4
2788,11879,GreatSageEqualToHeaven,1645,Expert,6,Newbie,9
2789,11879,Fendada,1645,Expert,6,Legendary Grandmaster,0
2790,11879,B0udy,1645,Expert,6,Master,4
2791,11879,AmaneKanataso,1645,Expert,6,Candidate Master,5
2792,11879,Gouk_,1645,Expert,6,Legendary Grandmaster,0
2793,11879,HemantSingh,1645,Expert,6,Legendary Grandmaster,0
2794,11879,Pritam_19,1645,Expert,6,Newbie,9
2795,11928,RaadSharar,1644,Expert,6,Candidate Master,5
2796,11928,Kumarfeldspar,1644,Expert,6,Newbie,9
2797,11928,Mehul_Gupta,1644,Expert,6,Legendary Grandmaster,0
2798,11928,tixdim.on,1644,Expert,6,Newbie,9
2799,11928,rawalevedant,1644,Expert,6,Candidate Master,5
2800,11928,octal2024,1644,Expert,6,Newbie,9
2801,11928,Krypton._.,1644,Expert,6,Newbie,9
2802,11928,XiaoretaW,1644,Expert,6,International Grandmaster,1
2803,11991,12_Utpal,1643,Expert,6,Candidate Master,5
2804,11991,3rrSensei,1643,Expert,6,Specialist,7
2805,11991,laoyuanwei,1643,Expert,6,Legendary Grandmaster,0
2806,11991,attack_xixi,1643,Expert,6,Legendary Grandmaster,0
2807,11991,goodluck_2025,1643,Expert,6,Candidate Master,5
2808,11991,SP1029,1643,Expert,6,Candidate Master,5
2809,11991,bkdn24.jjhlmkptt,1643,Expert,6,International Master,3
2810,12037,miheevsd,1642,Expert,6,Pupil,8
2811,12037,The_Lion_King_4210,1642,Expert,6,Grandmaster,2
2812,12037,andrejikus,1642,Expert,6,Candidate Master,5
2813,12037,Ronak1808,1642,Expert,6,Candidate Master,5
2814,12037,GrindMaester,1642,Expert,6,Pupil,8
2815,12037,jgs03177,1642,Expert,6,Grandmaster,2
2816,12037,Yasho_ham,1642,Expert,6,Newbie,9
2817,12037,FranJan7,1642,Expert,6,Legendary Grandmaster,0
2818,12037,SpryzenValtryek,1642,Expert,6,Legendary Grandmaster,0
2819,12037,aayush01x,1642,Expert,6,Candidate Master,5
2820,12085,sunchaoyi,1641,Expert,6,Legendary Grandmaster,0
2821,12085,jakubm,1641,Expert,6,Candidate Master,5
2822,12085,_Sherif_,1641,Expert,6,International Master,3
2823,12085,khangnguyen1211,1641,Expert,6,Newbie,9
2824,12085,CXG_GXT,1641,Expert,6,Pupil,8
2825,12133,De3b0o,1640,Expert,6,Candidate Master,5
2826,12133,Erering,1640,Expert,6,Candidate Master,5
2827,12133,kayumov_muhammad,1640,Expert,6,Pupil,8
2828,12133,Mike_Vu,1640,Expert,6,Specialist,7
2829,12133,spacedate_xacs,1640,Expert,6,Pupil,8
2830,12133,gustavomattoslopes,1640,Expert,6,Pupil,8
2831,12133,CUBICp,1640,Expert,6,Master,4
2832,12133,awerty_noob,1640,Expert,6,Newbie,9
2833,12133,edenzz,1640,Expert,6,Specialist,7
2834,12133,RajatSoni07,1640,Expert,6,Legendary Grandmaster,0
2835,12133,Tayseer_Abu_Taima,1640,Expert,6,Grandmaster,2
2836,12189,cotikoo,1639,Expert,6,Legendary Grandmaster,0
2837,12189,Thunder8971,1639,Expert,6,Master,4
2838,12189,shreyasmn,1639,Expert,6,Legendary Grandmaster,0
2839,12189,Maryan_Shuika,1639,Expert,6,Legendary Grandmaster,0
2840,12189,ylb_Ac2003,1639,Expert,6,Legendary Grandmaster,0
2841,12189,tyr_04,1639,Expert,6,Legendary Grandmaster,0
2842,12189,Rishabh_king,1639,Expert,6,International Grandmaster,1
2843,12189,Crabrian,1639,Expert,6,Master,4
2844,12189,ZawszeInLove,1639,Expert,6,Candidate Master,5
2845,12189,miav,1639,Expert,6,Newbie,9
2846,12246,qaruti,1638,Expert,6,Pupil,8
2847,12246,hafo,1638,Expert,6,Candidate Master,5
2848,12246,k3x9_,1638,Expert,6,Newbie,9
2849,12246,Al-Hassan_Mohamed,1638,Expert,6,Pupil,8
2850,12246,ArsenyGas,1638,Expert,6,International Master,3
2851,12246,HoaBanMaTuyy,1638,Expert,6,Pupil,8
2852,12246,stdfloat,1638,Expert,6,Newbie,9
2853,12246,jiraiya_chan,1638,Expert,6,Newbie,9
2854,12246,blablabla1803,1638,Expert,6,Legendary Grandmaster,0
2855,12246,theobito,1638,Expert,6,Grandmaster,2
2856,12246,darkquasar,1638,Expert,6,Legendary Grandmaster,0
2857,12296,_ThisisME,1637,Expert,6,Candidate Master,5
2858,12296,abdo0_0ayman,1637,Expert,6,Newbie,9
2859,12296,Bhavy_Ramani,1637,Expert,6,Candidate Master,5
2860,12296,Basargin,1637,Expert,6,Candidate Master,5
2861,12296,Lucifer_30,1637,Expert,6,Candidate Master,5
2862,12296,Sn0wPanther,1637,Expert,6,Pupil,8
2863,12296,rumike,1637,Expert,6,Grandmaster,2
2864,12348,__Davit__,1636,Expert,6,International Master,3
2865,12348,jV_,1636,Expert,6,Candidate Master,5
2866,12348,Seer_2210,1636,Expert,6,Newbie,9
2867,12348,KAMITO,1636,Expert,6,Legendary Grandmaster,0
2868,12348,brownfox2k6,1636,Expert,6,Specialist,7
2869,12348,isagi_yaichki,1636,Expert,6,Candidate Master,5
2870,12348,Sorooshtbt,1636,Expert,6,Candidate Master,5
2871,12348,S_a_R_1729,1636,Expert,6,Legendary Grandmaster,0
2872,12348,dvb1r,1636,Expert,6,Candidate Master,5
2873,12348,Fusion15,1636,Expert,6,Master,4
2874,12399,mbi,1635,Expert,6,Pupil,8
2875,12399,Esestree,1635,Expert,6,Master,4
2876,12399,wjwweiwei,1635,Expert,6,International Grandmaster,1
2877,12399,Vadim1111,1635,Expert,6,International Master,3
2878,12399,__Waled,1635,Expert,6,Candidate Master,5
2879,12399,MinbaevBaiysh,1635,Expert,6,Newbie,9
2880,12399,MonikaConK,1635,Expert,6,Master,4
2881,12399,NS_One8,1635,Expert,6,Newbie,9
2882,12399,Rafiullah,1635,Expert,6,Candidate Master,5
2883,12399,__Maksik__,1635,Expert,6,Specialist,7
2884,12399,schrodeR,1635,Expert,6,International Master,3
2885,12399,young_skywalker_,1635,Expert,6,Legendary Grandmaster,0
2886,12453,Whiten,1634,Expert,6,Pupil,8
2887,12453,mustafaeren,1634,Expert,6,Candidate Master,5
2888,12453,MAlexxiT,1634,Expert,6,Candidate Master,5
2889,12453,gyoseon123,1634,Expert,6,Newbie,9
2890,12453,i_wannabe_red,1634,Expert,6,Legendary Grandmaster,0
2891,12453,InDI2k,1634,Expert,6,Candidate Master,5
2892,12453,egor4444ik,1634,Expert,6,Grandmaster,2
2893,12453,mcuadros,1634,Expert,6,Newbie,9
2894,12453,iLLuSiOnZ,1634,Expert,6,Candidate Master,5
2895,12453,Behrad.,1634,Expert,6,Master,4
2896,12510,ss_loves_AC,1633,Expert,6,Specialist,7
2897,12510,kumzerikov,1633,Expert,6,Newbie,9
2898,12510,apt_dpd,1633,Expert,6,Legendary Grandmaster,0
2899,12510,Ankur_8789,1633,Expert,6,Candidate Master,5
2900,12510,MANUAL_Boy,1633,Expert,6,Candidate Master,5
2901,12510,dt1ft,1633,Expert,6,Newbie,9
2902,12510,hzy99999,1633,Expert,6,Master,4
2903,12510,picoton,1633,Expert,6,Pupil,8
2904,12510,Nium2025,1633,Expert,6,Newbie,9
2905,12510,leessjn,1633,Expert,6,Master,4
2906,12510,Friday_night,1633,Expert,6,Newbie,9
2907,12510,Mahiru-chan,1633,Expert,6,Master,4
2908,12510,Akashisang,1633,Expert,6,Specialist,7
2909,12510,vudanhphuong25,1633,Expert,6,International Master,3
2910,12510,FairKrashe,1633,Expert,6,Candidate Master,5
2911,12510,txnb,1633,Expert,6,Specialist,7
2912,12573,lew2018,1632,Expert,6,Legendary Grandmaster,0
2913,12573,sep82,1632,Expert,6,International Master,3
2914,12573,1AK101,1632,Expert,6,Legendary Grandmaster,0
2915,12573,KurockaGril2010,1632,Expert,6,Pupil,8
2916,12573,dad,1632,Expert,6,Master,4
2917,12573,_lgh_,1632,Expert,6,Newbie,9
2918,12573,M1chael_Petrov,1632,Expert,6,Newbie,9
2919,12573,ritakura1,1632,Expert,6,Pupil,8
2920,12573,chiragrana03,1632,Expert,6,Legendary Grandmaster,0
2921,12573,PoetryFactory,1632,Expert,6,Legendary Grandmaster,0
2922,12573,Ved,1632,Expert,6,International Grandmaster,1
2923,12573,Yoski,1632,Expert,6,Newbie,9
2924,12629,LawrenceSivan,1631,Expert,6,Legendary Grandmaster,0
2925,12629,steveyang137,1631,Expert,6,Legendary Grandmaster,0
2926,12629,Arthis,1631,Expert,6,Newbie,9
2927,12629,happyTororo,1631,Expert,6,Master,4
2928,12629,Almanion,1631,Expert,6,Legendary Grandmaster,0
2929,12688,Eevangelion,1630,Expert,6,Specialist,7
2930,12688,andy_tran,1630,Expert,6,Master,4
2931,12688,AlexMoldavchuk,1630,Expert,6,Candidate Master,5
2932,12688,atal,1630,Expert,6,Master,4
2933,12688,dbGIs,1630,Expert,6,Specialist,7
2934,12688,Sul_A.,1630,Expert,6,Candidate Master,5
2935,12688,wqr.xssq,1630,Expert,6,Specialist,7
2936,12688,495684945,1630,Expert,6,Newbie,9
2937,12688,misteriousmoth,1630,Expert,6,Newbie,9
2938,12729,abhay.raihal,1629,Expert,6,Grandmaster,2
2939,12729,denilb,1629,Expert,6,International Master,3
2940,12729,rqlwc,1629,Expert,6,Legendary Grandmaster,0
2941,12729,ANewAlgoForDyn2-DRectQry,1629,Expert,6,Master,4
2942,12783,KasenIbaraki,1628,Expert,6,Candidate Master,5
2943,12783,iN_siDious,1628,Expert,6,Master,4
2944,12783,Alexandeqwq,1628,Expert,6,Newbie,9
2945,12783,imsmoldik,1628,Expert,6,Master,4
2946,12783,longting,1628,Expert,6,Candidate Master,5
2947,12783,ddndd,1628,Expert,6,Legendary Grandmaster,0
2948,12834,margothequeen,1627,Expert,6,Newbie,9
2949,12834,yuruyuri,1627,Expert,6,Candidate Master,5
2950,12834,Lacertae,1627,Expert,6,Candidate Master,5
2951,12834,sha_rdy,1627,Expert,6,Candidate Master,5
2952,12834,hxzzz,1627,Expert,6,Newbie,9
2953,12834,shufentainanle,1627,Expert,6,Candidate Master,5
2954,12834,minhbilly,1627,Expert,6,Master,4
2955,12834,whiitex,1627,Expert,6,Candidate Master,5
2956,12834,zhlzt,1627,Expert,6,Master,4
2957,12834,0x0F4240,1627,Expert,6,Candidate Master,5
2958,12834,play4myself,1627,Expert,6,International Grandmaster,1
2959,12893,Vanilla-chan,1626,Expert,6,Master,4
2960,12893,PQ2876,1626,Expert,6,Legendary Grandmaster,0
2961,12893,zeena.,1626,Expert,6,Pupil,8
2962,12893,brainstorm56,1626,Expert,6,Candidate Master,5
2963,12893,Dr.rabi3,1626,Expert,6,International Master,3
2964,12893,MonoLith,1626,Expert,6,Master,4
2965,12893,AlexJzG,1626,Expert,6,Newbie,9
2966,12893,larryyu_cf,1626,Expert,6,International Master,3
2967,12893,Defenser,1626,Expert,6,Specialist,7
2968,12893,manikiran949,1626,Expert,6,Master,4
2969,12893,NULLgorithm,1626,Expert,6,Newbie,9
2970,12893,TH3YW3,1626,Expert,6,Legendary Grandmaster,0
2971,12893,nvc2k8,1626,Expert,6,Newbie,9
2972,12893,BanAnA1000,1626,Expert,6,Legendary Grandmaster,0
2973,12893,FZY0314,1626,Expert,6,Master,4
2974,12970,Omar_Elaraby,1625,Expert,6,Pupil,8
2975,12970,Khoulio,1625,Expert,6,Newbie,9
2976,12970,Plato,1625,Expert,6,Master,4
2977,12970,tushar_104,1625,Expert,6,Grandmaster,2
2978,12970,Easy_zzl_AC,1625,Expert,6,Legendary Grandmaster,0
2979,12970,Hamzeh_Miqdad,1625,Expert,6,Pupil,8
2980,12970,jai_hanumant,1625,Expert,6,Legendary Grandmaster,0
2981,12970,Souture,1625,Expert,6,Legendary Grandmaster,0
2982,12970,tammmmmy,1625,Expert,6,Candidate Master,5
2983,12970,Prumize,1625,Expert,6,Legendary Grandmaster,0
2984,12970,Welisegt,1625,Expert,6,Candidate Master,5
2985,13034,SuperSat0001,1624,Expert,6,Legendary Grandmaster,0
2986,13034,dbsptl,1624,Expert,6,Master,4
2987,13034,Euclid73,1624,Expert,6,Newbie,9
2988,13034,rkaiki,1624,Expert,6,Legendary Grandmaster,0
2989,13034,Rosmontis_L,1624,Expert,6,Candidate Master,5
2990,13034,22561940340,1624,Expert,6,Pupil,8
2991,13034,lyingOvO,1624,Expert,6,Newbie,9
2992,13034,_Art_,1624,Expert,6,Candidate Master,5
2993,13034,Im_Gonna_Be_King_Of_Reds,1624,Expert,6,Newbie,9
2994,13094,qwq___qaq,1623,Expert,6,Legendary Grandmaster,0
2995,13094,AlimkhanMeshok,1623,Expert,6,Legendary Grandmaster,0
2996,13094,Monochrome902,1623,Expert,6,Newbie,9
2997,13094,KhanhTP165,1623,Expert,6,Legendary Grandmaster,0
2998,13094,maratzabivnoy1337,1623,Expert,6,Legendary Grandmaster,0
2999,13094,Nika.,1623,Expert,6,Newbie,9
3000,13094,Lazy_Seg_Tree,1623,Expert,6,Candidate Master,5
3001,13094,xjt01,1623,Expert,6,Newbie,9
3002,13094,KingOfThisWorld,1623,Expert,6,Candidate Master,5
3003,13154,slayone_platelet,1622,Expert,6,International Master,3
3004,13154,fls233666,1622,Expert,6,Newbie,9
3005,13154,Dawn_cx,1622,Expert,6,International Grandmaster,1
3006,13154,davit_tsibadze,1622,Expert,6,Candidate Master,5
3007,13154,mazapaN_,1622,Expert,6,Candidate Master,5
3008,13154,Ajeossi,1622,Expert,6,Candidate Master,5
3009,13154,rmz,1622,Expert,6,Grandmaster,2
3010,13154,Ebison_S,1622,Expert,6,Newbie,9
3011,13154,VijayBalaji,1622,Expert,6,Newbie,9
3012,13154,starting_from_zero,1622,Expert,6,Candidate Master,5
3013,13221,wzl19371,1621,Expert,6,Newbie,9
3014,13221,maxn1e5,1621,Expert,6,Pupil,8
3015,13221,Folka,1621,Expert,6,Grandmaster,2
3016,13221,Kraska,1621,Expert,6,Candidate Master,5
3017,13221,khanayaan7,1621,Expert,6,Candidate Master,5
3018,13221,BLuemoon_,1621,Expert,6,Pupil,8
3019,13221,shubham_jaiswar_43,1621,Expert,6,Newbie,9
3020,13221,Luogu4,1621,Expert,6,Legendary Grandmaster,0
3021,13221,Robert21,1621,Expert,6,Grandmaster,2
3022,13278,Hide_In_The_Shadow,1620,Expert,6,Grandmaster,2
3023,13278,Hilinhilin_,1620,Expert,6,Legendary Grandmaster,0
3024,13278,CuteJerry,1620,Expert,6,Pupil,8
3025,13278,ArifKraw,1620,Expert,6,Legendary Grandmaster,0
3026,13278,_MadMan,1620,Expert,6,Master,4
3027,13278,45654,1620,Expert,6,Grandmaster,2
3028,13328,Lazyghost,1619,Expert,6,Legendary Grandmaster,0
3029,13328,Golda_Respy,1619,Expert,6,Grandmaster,2
3030,13328,hitinbajaj,1619,Expert,6,Master,4
3031,13328,AKMalice,1619,Expert,6,Candidate Master,5
3032,13328,rlghirsrifhbp,1619,Expert,6,Newbie,9
3033,13328,Gotsuhan,1619,Expert,6,Legendary Grandmaster,0
3034,13328,South_Orange,1619,Expert,6,Newbie,9
3035,13385,himanshuhy004,1618,Expert,6,Legendary Grandmaster,0
3036,13385,DanWin,1618,Expert,6,Master,4
3037,13385,MahmoudKhater,1618,Expert,6,Newbie,9
3038,13385,_HaTien.har2ii_,1618,Expert,6,Legendary Grandmaster,0
3039,13385,RajaVamshiNath,1618,Expert,6,Candidate Master,5
3040,13385,sarthakkapoor444,1618,Expert,6,Newbie,9
3041,13385,progskipper,1618,Expert,6,Newbie,9
3042,13385,khongphaidpduy,1618,Expert,6,Legendary Grandmaster,0
3043,13385,Krishbansal333,1618,Expert,6,Pupil,8
3044,13385,fedosbot123,1618,Expert,6,Legendary Grandmaster,0
3045,13385,firework72,1618,Expert,6,Newbie,9
3046,13385,XGB,1618,Expert,6,Specialist,7
3047,13456,msvardhan19,1617,Expert,6,Candidate Master,5
3048,13456,cacavo_man,1617,Expert,6,Newbie,9
3049,13456,rockhopper130,1617,Expert,6,Master,4
3050,13456,Twits,1617,Expert,6,Newbie,9
3051,13456,Albert_711,1617,Expert,6,Newbie,9
3052,13456,nooooob_IbRaHiM2,1617,Expert,6,Candidate Master,5
3053,13456,HaitaoWang,1617,Expert,6,Legendary Grandmaster,0
3054,13456,Retired_Lixy,1617,Expert,6,Specialist,7
3055,13456,arrow_s,1617,Expert,6,Newbie,9
3056,13456,kathal404,1617,Expert,6,Legendary Grandmaster,0
3057,13512,manuel30,1616,Expert,6,Grandmaster,2
3058,13512,Grimgod,1616,Expert,6,Master,4
3059,13512,abu,1616,Expert,6,Legendary Grandmaster,0
3060,13512,I_LOVE_vinnipuh01,1616,Expert,6,Newbie,9
3061,13512,Vasu28,1616,Expert,6,Candidate Master,5
3062,13512,shreyg,1616,Expert,6,Specialist,7
3063,13512,Maurya30,1616,Expert,6,International Master,3
3064,13512,RedNoir,1616,Expert,6,Legendary Grandmaster,0
3065,13571,darishkhan,1615,Expert,6,Candidate Master,5
3066,13571,2020zym,1615,Expert,6,Pupil,8
3067,13571,AayushiM,1615,Expert,6,Candidate Master,5
3068,13571,GR1ZLER,1615,Expert,6,Newbie,9
3069,13571,--O----O--,1615,Expert,6,Master,4
3070,13571,hlongze,1615,Expert,6,Candidate Master,5
3071,13571,ErikUs,1615,Expert,6,Pupil,8
3072,13571,white_shadow,1615,Expert,6,International Master,3
3073,13571,malibu.nights,1615,Expert,6,Grandmaster,2
3074,13571,dhruvdd8888,1615,Expert,6,Legendary Grandmaster,0
3075,13571,wantsth,1615,Expert,6,Legendary Grandmaster,0
3076,13571,BUILDER_OP,1615,Expert,6,Newbie,9
3077,13571,whtd,1615,Expert,6,Newbie,9
3078,13571,nguyenphuc2789,1615,Expert,6,Legendary Grandmaster,0
3079,13571,SatorouGojo,1615,Expert,6,International Grandmaster,1
3080,13571,CP_xam_lon,1615,Expert,6,Master,4
3081,13637,SHK,1614,Expert,6,Master,4
3082,13637,adibec,1614,Expert,6,Pupil,8
3083,13637,Miraculous_100,1614,Expert,6,Candidate Master,5
3084,13637,HosseinAbadan,1614,Expert,6,International Grandmaster,1
3085,13637,SiddhDoshi,1614,Expert,6,Newbie,9
3086,13637,xfppm47,1614,Expert,6,Newbie,9
3087,13637,Akkotsu,1614,Expert,6,Newbie,9
3088,13637,KhangKoii,1614,Expert,6,Legendary Grandmaster,0
3089,13637,BinaryPioneer,1614,Expert,6,Pupil,8
3090,13637,KhoaVN2008,1614,Expert,6,Newbie,9
3091,13637,YGkingNan,1614,Expert,6,Newbie,9
3092,13696,Hitham,1613,Expert,6,Newbie,9
3093,13696,Arnur2937,1613,Expert,6,Candidate Master,5
3094,13696,CheatCodeTriet,1613,Expert,6,Legendary Grandmaster,0
3095,13696,rachitkansal,1613,Expert,6,Grandmaster,2
3096,13696,Kulimde,1613,Expert,6,Candidate Master,5
3097,13762,MVB,1612,Expert,6,Grandmaster,2
3098,13762,urosssst,1612,Expert,6,Candidate Master,5
3099,13762,rahidilbayramli,1612,Expert,6,Master,4
3100,13762,Demigod_101,1612,Expert,6,Candidate Master,5
3101,13762,dldlzjfs,1612,Expert,6,Legendary Grandmaster,0
3102,13762,YWKM,1612,Expert,6,Pupil,8
3103,13762,deadpool_wolverine,1612,Expert,6,Legendary Grandmaster,0
3104,13820,vivivi,1611,Expert,6,Pupil,8
3105,13820,quang1412000,1611,Expert,6,Newbie,9
3106,13820,MiraculousN,1611,Expert,6,Candidate Master,5
3107,13820,Nurex_001,1611,Expert,6,Master,4
3108,13820,AmirMakaM,1611,Expert,6,Candidate Master,5
3109,13820,Minh639,1611,Expert,6,Candidate Master,5
3110,13820,Festyve,1611,Expert,6,International Master,3
3111,13820,PRO100PRO_McXerobrin2002,1611,Expert,6,Candidate Master,5
3112,13820,hxsj,1611,Expert,6,Newbie,9
3113,13820,Vegetog,1611,Expert,6,Legendary Grandmaster,0
3114,13820,duckindog,1611,Expert,6,Candidate Master,5
3115,13820,wangyizhi,1611,Expert,6,Newbie,9
3116,13820,Swan416,1611,Expert,6,Specialist,7
3117,13820,daotuankhoi,1611,Expert,6,Newbie,9
3118,13820,Semyazi,1611,Expert,6,Grandmaster,2
3119,13820,bai_shan,1611,Expert,6,Newbie,9
3120,13820,MiSide,1611,Expert,6,International Grandmaster,1
3121,13896,dineshchandran311,1610,Expert,6,Master,4
3122,13896,qhyer,1610,Expert,6,Specialist,7
3123,13896,abhi_98x,1610,Expert,6,Master,4
3124,13896,ilya321,1610,Expert,6,Legendary Grandmaster,0
3125,13896,mgoldy925,1610,Expert,6,Candidate Master,5
3126,13896,KaijuNoXero,1610,Expert,6,Newbie,9
3127,13896,Garry_HJR,1610,Expert,6,Legendary Grandmaster,0
3128,13896,yash_jain2610,1610,Expert,6,Newbie,9
3129,13896,semenInRussia,1610,Expert,6,Candidate Master,5
3130,13896,stayer_anna,1610,Expert,6,International Master,3
3131,13896,niuzige,1610,Expert,6,Legendary Grandmaster,0
3132,13896,p1k4,1610,Expert,6,Master,4
3133,13961,Gabriel98,1609,Expert,6,Legendary Grandmaster,0
3134,13961,sunrise524288,1609,Expert,6,Newbie,9
3135,13961,Ke_scholar,1609,Expert,6,Newbie,9
3136,13961,2e5,1609,Expert,6,Specialist,7
3137,13961,TranHungTien,1609,Expert,6,Candidate Master,5
3138,13961,utkarsh_raj_13,1609,Expert,6,Legendary Grandmaster,0
3139,13961,Nitin333,1609,Expert,6,International Grandmaster,1
3140,13961,dgrayson,1609,Expert,6,International Master,3
3141,13961,ALnQ417,1609,Expert,6,Candidate Master,5
3142,13961,Sun_wking,1609,Expert,6,Candidate Master,5
3143,13961,xeroin,1609,Expert,6,Master,4
3144,13961,tangtangcc,1609,Expert,6,Legendary Grandmaster,0
3145,13961,ChiefNing,1609,Expert,6,Candidate Master,5
3146,13961,wuuuk,1609,Expert,6,Legendary Grandmaster,0
3147,13961,NguyenCongHieu,1609,Expert,6,Grandmaster,2
3148,13961,RXT_SKape,1609,Expert,6,Legendary Grandmaster,0
3149,13961,speedforces_,1609,Expert,6,Newbie,9
3150,13961,srbp,1609,Expert,6,Candidate Master,5
3151,13961,Unlock_U,1609,Expert,6,Newbie,9
